"AuthorID","WorkID"
0,0
847,3184
848,3185
849,3186
849,3198
849,3199
849,3200
849,3201
849,3205
849,3209
849,3393
849,3394
849,6420
850,3187
851,3188
852,3189
853,3190
853,3191
853,3192
854,3193
854,3194
854,3600
855,3195
855,4387
855,4393
855,4394
855,4441
855,4442
855,4443
855,4566
855,4584
855,4614
855,4757
855,4792
855,4852
855,6269
856,3196
856,3223
856,4104
856,4107
856,4151
856,4160
856,4161
856,4164
856,4165
856,4185
856,4198
856,4208
856,4209
856,4237
856,4242
856,4247
856,4396
856,4501
856,4505
856,4525
856,4526
856,4529
856,4530
856,4545
856,4547
856,4577
856,4583
856,4727
856,5468
856,6330
857,3197
857,3337
857,3338
857,3347
857,3356
857,5521
857,5522
857,5524
857,5525
857,5544
857,5558
857,5559
857,5560
857,5561
857,5562
857,5563
857,5564
857,5565
857,5566
857,5567
857,5568
857,5578
857,5614
857,5615
857,5646
857,5683
857,5684
857,5707
857,5708
857,5715
857,5748
857,5749
857,5778
857,5971
857,5972
857,5973
857,5974
857,5987
857,5988
857,5989
857,5990
857,5991
857,5992
857,5993
857,5994
857,5995
857,6164
857,6165
857,6166
857,6244
857,6275
857,6369
857,6370
858,3202
859,3203
859,3268
859,3882
859,3883
859,3954
859,4026
859,4027
859,4028
859,4044
859,4105
859,4106
859,4253
859,4262
859,4289
859,4290
859,4334
859,4665
859,4666
859,4686
859,6379
859,6380
859,6381
859,6382
859,6385
860,3204
860,3572
861,3206
861,3229
861,3252
861,3271
861,3309
861,3310
861,5434
861,5435
861,6366
861,6367
861,6423
862,3278
862,5070
862,5530
862,6451
862,6482
862,6495
863,3208
864,3210
864,3415
865,3211
865,3280
865,3405
865,3489
866,3212
866,3263
866,3289
866,3335
866,3336
866,3339
866,3351
866,3373
866,3376
866,5497
866,5509
866,5518
866,5594
866,5595
866,5600
866,5648
866,6496
867,3213
867,3262
867,3317
867,3407
868,3214
868,3281
868,3322
868,3377
868,3626
868,3633
868,3635
868,3676
868,3677
868,3689
868,3710
868,3720
868,3745
868,3800
868,3809
868,3812
868,3813
868,3815
868,3829
868,3831
868,3889
868,3898
868,3957
868,3972
868,4251
868,6481
868,6485
869,3215
869,3226
869,3269
869,3284
869,3293
869,3319
869,3342
869,3374
869,6352
870,3216
870,3380
870,5247
870,5248
870,5249
870,5258
870,5261
870,6000
870,6001
870,6163
871,3217
871,3225
871,3231
871,3240
871,3249
871,3250
871,3253
871,3265
871,3266
871,3357
871,3358
871,3359
871,3360
871,3361
871,3368
871,3375
871,3409
871,5470
871,5545
871,5584
871,5618
871,6094
871,6145
871,6146
871,6213
871,6281
871,6282
871,6283
871,6284
871,6285
871,6286
871,6287
871,6288
871,6289
871,6290
871,6291
871,6376
872,3218
872,3227
872,3259
872,3260
872,3267
872,3321
872,3323
872,3324
872,3325
872,3383
872,4850
872,5059
872,5060
872,5061
873,3219
873,3230
873,3234
873,3235
873,3236
873,3237
873,3238
873,3239
873,3270
873,3272
873,3273
873,3274
873,3286
873,3287
873,3288
873,3291
873,3295
873,3296
873,3297
873,3298
873,3299
873,3300
873,3301
873,3302
873,3303
873,3305
873,3306
873,3307
873,3308
873,3330
873,3331
873,3340
873,3341
873,3352
873,3354
873,3367
873,3371
873,3381
873,3382
873,3386
873,4616
873,4617
873,4618
873,4619
873,4620
873,4621
873,4622
873,4623
873,4633
873,4635
873,4636
873,4637
873,4638
873,4640
873,4641
873,4643
873,4645
873,4652
873,4653
873,4656
873,4674
873,4676
873,4683
873,4705
873,4706
873,4755
873,4756
873,4770
873,4771
873,4772
873,4780
873,4781
873,4817
873,4818
873,4822
873,4823
873,4825
873,4826
873,4827
873,4828
873,4829
873,4830
873,4831
873,4832
873,4833
873,4834
873,4835
873,4838
873,4839
873,4840
873,4842
873,4843
873,4844
873,4847
873,5019
873,5072
873,5077
873,5115
873,5116
873,5117
873,5118
873,5119
873,5120
873,5126
873,5127
873,5128
873,5129
873,5130
873,5131
873,5132
873,5133
873,5134
873,5135
873,5136
873,5137
873,5138
873,5139
873,5140
873,5141
873,5142
873,5143
873,5144
873,5145
873,5146
873,5147
873,5148
873,5149
873,5150
873,5151
873,5152
873,5153
873,5154
873,5155
873,5156
873,5157
873,5158
873,5160
873,5161
873,5162
873,5163
873,5167
873,5170
873,5171
873,5172
873,5176
873,5177
873,5178
873,5179
873,5180
873,5272
873,5274
873,5275
873,5276
873,5277
873,5278
873,5279
873,5280
873,5281
873,5282
873,5283
873,5284
873,5285
873,5286
873,5287
873,5288
873,5368
873,5374
873,5376
873,5543
873,6341
873,6342
874,3221
874,5612
874,5628
874,5631
874,5632
874,5666
874,5667
874,5668
874,5669
874,5671
874,5870
874,5873
874,5884
874,5885
875,3222
875,5011
875,5239
876,3224
876,3384
876,5651
876,5679
876,5709
876,5822
877,3228
877,3245
877,5531
877,6090
878,3232
878,3248
878,6317
878,6318
878,6319
878,6321
878,6322
878,6323
878,6327
879,3233
879,3399
879,3408
879,4502
879,4784
879,4808
879,4849
879,4938
879,5303
880,3241
880,3247
880,3251
880,3292
880,3362
881,3242
881,3722
881,3801
882,3243
882,3413
882,3414
883,3244
884,3246
884,4613
884,5444
885,3254
885,4157
885,4158
885,4159
885,4173
885,4175
885,4176
885,4177
885,4191
885,4226
885,4230
885,4231
885,4232
885,4315
885,4316
885,6478
886,3255
886,3256
886,3636
886,3671
886,3681
887,4604
888,3258
889,3261
889,3364
889,4317
889,4318
889,4319
889,4320
889,4425
889,4432
889,4435
889,4439
889,4440
889,4448
889,4512
890,3264
890,3355
890,3402
890,5095
890,5175
890,5181
890,5183
890,5190
890,5192
890,5193
890,5199
890,5200
890,5202
890,5210
890,5211
891,3275
891,3276
891,3624
891,3866
891,3906
891,3907
891,3918
891,3919
891,3939
891,3940
891,4050
891,4053
892,3277
892,3941
893,3279
893,3285
894,3282
894,3777
894,3792
894,4197
894,4724
894,5229
894,5230
894,5242
894,6439
894,6440
895,3283
896,3290
896,3294
896,4190
896,4418
896,4428
896,4431
896,4459
896,4536
896,4726
896,5062
896,5063
896,5064
896,5122
897,3304
897,3389
897,3686
897,3687
897,3839
898,3311
899,3312
899,3425
900,3313
900,5441
901,3314
902,5737
902,5930
902,5997
903,3316
904,3320
905,3506
905,3507
905,3508
905,3509
905,3510
905,3511
905,3512
905,3513
905,3514
905,3515
905,3516
905,3517
905,3518
905,3519
905,3520
905,3526
905,3528
905,3530
905,3914
905,5108
905,5173
905,5346
905,5355
905,5519
905,5704
906,3327
906,3328
906,3334
906,3343
906,3344
906,3350
906,3392
906,5585
906,5591
906,5817
906,5833
906,5834
906,5835
906,5840
906,5986
906,6014
906,6015
906,6355
906,6365
907,3329
907,4855
907,5091
907,5984
908,3332
908,3333
909,3345
909,3372
909,3387
909,3390
909,5725
909,6074
909,6175
909,6231
909,6272
909,6332
910,3346
910,4578
910,4879
910,5015
910,5090
910,5996
911,3348
911,3365
911,3385
912,3349
912,3366
912,5436
912,5438
912,5572
912,5574
912,5581
912,5647
912,5752
912,5762
912,5801
912,5830
912,5843
912,6063
912,6179
912,6180
912,6181
912,6182
912,6183
912,6184
912,6186
912,6187
912,6188
913,3353
913,3981
914,3363
915,3369
916,3370
917,3378
917,6162
917,6236
917,6242
917,6456
917,6457
918,3379
919,3388
919,5474
920,3391
920,5751
920,5753
920,5772
920,5773
921,3395
922,3396
922,4603
923,3397
923,4267
923,4310
923,4751
924,3398
924,4416
924,4457
924,4491
924,4531
924,4572
924,4718
924,4730
924,4731
924,4733
924,4742
924,4809
924,4812
924,4820
924,4875
924,4876
926,3400
927,3401
927,4787
927,4788
927,4789
927,4858
927,4859
928,3403
928,3404
928,6143
928,6155
928,6203
928,6204
928,6205
928,6206
928,6227
928,6228
928,6232
928,6239
928,6243
928,6293
928,6339
928,6445
929,3406
929,3586
929,3587
929,3588
929,3589
929,3602
929,3749
930,3410
931,3411
931,3412
931,4810
932,3416
932,3417
933,3418
934,3419
935,3420
936,3421
936,3422
936,6550
937,3423
938,3426
939,3427
939,3473
939,3502
939,3944
939,4023
939,4091
939,4481
939,4528
939,4544
939,4710
939,4723
939,4750
939,4773
939,4805
939,5086
939,5238
939,5608
939,5893
939,5902
939,5929
939,6458
939,6479
939,6527
939,6551
939,6554
939,6555
940,3428
941,3429
942,3430
943,3431
943,3433
944,3432
945,3434
946,3435
946,3438
947,3436
948,3437
949,3439
950,3440
950,3451
951,3441
951,3476
951,3477
951,3478
951,3479
951,3532
951,3537
951,3538
952,3442
952,3461
953,3443
954,3444
955,3445
956,3446
956,3447
956,3448
956,3449
956,3452
956,3453
956,3454
956,3455
956,3456
956,3457
956,3458
956,3460
956,3465
956,3466
956,3467
956,3468
956,3469
956,3472
956,3474
956,3483
956,3484
956,3485
956,3486
956,3487
956,3488
956,3543
956,3546
956,3547
956,3548
956,3549
956,3550
956,3551
956,3552
956,3553
956,3554
957,3450
957,6460
958,3459
959,3462
960,3463
961,3464
962,3470
963,3471
963,3480
964,3475
965,3481
966,3482
967,3490
967,3494
967,3495
967,3496
967,3497
967,3498
967,3499
967,3500
967,3501
968,3491
968,3492
968,3493
969,3503
969,3504
970,3521
971,3522
971,3524
972,3523
973,3525
974,3529
975,3531
976,3533
977,3534
978,3535
978,3536
979,3539
980,3540
980,3541
981,3542
981,3590
982,3544
983,3545
984,3555
984,4950
984,4955
984,4959
984,4960
984,4970
984,4985
984,4989
985,3556
986,3557
987,3558
988,3559
989,3560
990,3561
991,3562
991,3563
991,3568
991,3574
991,3577
991,3583
991,3623
991,3797
991,3798
992,3564
993,3565
994,3566
995,3567
996,3569
997,3570
997,3575
998,3571
999,3576
999,4228
999,4236
1000,3578
1001,3579
1001,3580
1001,3581
1001,3582
1002,3584
1003,3585
1004,3591
1004,3592
1005,3593
1005,3594
1006,3595
1006,3731
1007,3596
1007,3597
1007,3598
1007,3599
1008,3601
1009,3603
1009,3604
1009,3780
1009,3788
1010,3605
1010,3608
1010,3609
1010,3610
1010,3611
1010,3612
1010,3637
1010,3640
1010,3644
1010,3646
1010,3647
1010,3651
1010,3652
1010,3653
1010,3654
1010,3655
1010,3657
1010,3658
1010,3659
1010,3660
1010,3667
1011,3606
1011,3607
1011,3627
1011,3628
1011,3629
1012,3613
1012,3614
1013,3615
1013,3616
1013,3619
1013,3620
1013,3761
1014,3617
1015,3618
1016,3621
1017,3622
1018,3625
1019,3630
1020,3631
1020,3632
1021,3634
1022,3638
1022,3643
1022,3645
1022,3726
1022,3727
1022,3728
1022,3729
1022,3730
1023,3639
1023,3641
1023,3642
1023,3648
1023,3649
1023,3650
1023,3656
1023,3661
1023,3662
1023,3663
1023,3664
1023,3665
1023,3666
1023,3668
1023,3669
1023,3670
1024,3672
1025,3673
1026,3674
1027,3675
1028,3678
1029,3679
1029,3690
1029,3701
1029,3740
1030,3680
1030,3719
1031,3682
1032,3683
1032,3708
1032,3751
1033,3684
1033,3985
1034,3685
1035,3688
1036,3691
1036,3702
1036,3725
1036,3854
1036,3871
1036,3874
1036,3875
1037,3692
1038,3693
1038,3694
1038,3774
1039,3695
1040,3696
1040,3698
1041,3697
1042,3699
1043,3700
1044,3703
1044,3988
1044,3991
1044,3992
1044,3993
1044,3994
1044,3997
1044,3998
1044,3999
1044,4000
1044,4001
1044,4002
1044,4003
1044,4004
1044,6424
1045,3704
1045,3714
1045,3739
1045,3750
1045,3759
1045,3781
1045,3782
1045,3783
1045,3784
1045,3791
1045,3794
1045,3835
1045,3838
1045,3846
1045,3847
1045,3849
1045,3852
1045,3853
1045,3855
1045,3861
1045,3979
1045,4238
1046,3705
1046,3706
1046,3709
1046,3711
1046,3713
1047,3707
1048,3712
1048,3723
1048,3733
1048,3746
1048,3764
1048,3821
1048,3825
1048,3881
1048,3913
1048,3934
1048,3943
1048,3956
1048,3977
1048,4016
1048,4048
1049,3715
1049,3716
1050,3717
1050,3724
1050,4475
1050,4476
1050,4478
1050,4479
1051,3718
1052,3721
1053,3732
1054,3734
1054,3735
1054,3738
1054,3744
1055,3736
1055,3743
1055,3765
1056,3737
1057,3742
1057,4030
1058,3747
1058,3748
1059,3752
1059,3753
1059,3754
1059,3755
1059,3756
1059,3757
1059,3758
1059,6447
1060,3760
1060,3763
1061,3762
1061,3767
1062,3766
1062,4669
1062,4672
1062,4673
1062,4675
1062,4680
1062,4681
1063,3768
1064,3769
1064,3851
1065,3770
1065,3830
1065,3833
1065,3841
1065,3843
1066,3771
1066,3772
1066,3773
1066,3775
1066,3776
1067,3778
1067,3779
1067,3785
1067,3786
1067,3787
1067,3789
1067,3790
1067,3793
1067,3795
1067,3796
1068,3799
1068,3808
1068,4240
1069,3802
1069,3806
1069,3807
1070,3803
1070,3917
1070,4031
1070,4169
1071,3804
1072,3805
1073,3810
1074,3811
1074,4452
1074,6514
1075,3814
1075,3817
1076,3816
1076,3901
1076,3978
1076,4217
1077,3818
1077,3822
1077,3826
1077,3827
1078,3819
1078,3820
1078,3823
1078,3824
1079,3828
1079,3902
1080,3832
1080,3870
1080,3872
1080,3876
1080,3877
1080,3878
1080,3879
1080,3880
1081,3834
1081,3836
1082,3837
1082,3840
1082,3842
1082,3844
1083,3845
1083,3873
1083,3893
1083,3895
1083,3900
1083,3903
1084,3848
1084,4211
1084,4218
1084,4279
1084,4346
1084,4388
1085,3850
1086,3856
1086,3857
1086,3858
1086,3860
1086,3862
1086,3863
1086,3865
1087,3859
1087,3864
1088,3867
1089,3868
1090,3869
1091,3884
1091,4100
1092,3885
1092,3886
1092,3891
1092,3892
1092,3896
1092,3986
1093,3887
1093,4385
1094,3888
1095,3890
1095,4039
1095,4099
1095,4101
1095,4115
1095,4116
1095,4131
1095,4143
1095,4163
1095,4168
1095,4199
1095,4221
1095,4330
1095,4331
1095,4335
1095,4449
1095,4535
1096,3894
1097,3897
1098,3899
1098,3908
1098,3909
1098,3910
1099,3904
1100,3905
1101,3911
1102,3912
1102,4034
1102,5087
1103,3915
1103,3937
1103,3975
1103,4142
1103,4146
1103,4147
1104,3916
1104,3938
1104,3963
1104,4038
1104,4153
1104,4167
1104,4233
1104,4234
1104,4254
1104,4255
1104,4257
1104,4258
1104,4261
1104,4264
1104,4312
1104,4324
1104,4328
1104,4339
1105,3920
1105,3928
1105,3929
1105,3990
1105,4047
1106,3921
1106,4568
1106,4570
1106,4571
1107,3922
1108,3923
1109,3924
1110,3925
1111,3926
1111,4009
1111,4013
1112,3927
1113,3930
1113,3984
1113,4092
1113,4134
1114,3931
1114,3932
1114,3947
1115,3933
1116,3935
1117,3936
1118,3942
1118,3971
1118,3982
1119,3945
1120,3946
1120,4352
1120,4353
1120,4356
1120,4357
1120,4358
1120,4363
1121,3948
1121,4308
1122,3949
1122,3950
1122,4103
1122,4136
1122,4152
1123,3951
1123,3965
1123,3970
1123,3987
1123,4046
1124,3952
1125,3953
1126,3955
1126,3958
1126,3961
1126,3962
1126,3967
1126,3968
1126,3969
1126,3973
1126,3974
1127,3959
1127,3960
1127,4144
1127,4145
1128,3964
1129,3966
1130,3976
1130,4015
1131,3980
1131,4006
1131,4010
1131,4011
1131,4017
1131,4018
1131,4019
1131,4020
1131,4148
1131,4150
1132,3983
1132,4096
1132,4097
1133,3989
1133,4037
1134,3995
1135,3996
1135,4029
1135,4321
1135,4322
1135,6441
1137,4005
1138,4007
1138,4008
1138,4012
1139,4014
1139,4042
1139,4154
1139,4174
1139,4222
1140,4021
1141,4022
1142,4024
1142,4025
1142,4093
1142,4359
1142,4386
1142,4392
1142,4406
1142,4538
1142,4553
1142,6572
1143,4032
1144,4033
1144,4213
1144,4215
1144,4219
1144,4220
1144,4296
1145,4035
1146,4036
1146,4149
1146,4268
1146,4269
1146,4270
1146,4271
1146,4277
1146,4292
1146,4295
1146,4323
1146,4327
1146,4336
1146,4351
1146,6425
1146,6426
1147,4040
1147,4110
1147,4111
1147,4140
1147,4299
1148,4041
1149,4043
1150,4045
1150,4049
1150,4051
1150,4052
1150,4054
1150,4055
1150,4056
1150,4057
1150,4058
1150,4059
1150,4088
1150,4089
1150,4090
1150,4094
1150,4514
1150,4532
1150,4534
1150,4537
1150,4541
1150,4542
1150,4702
1150,4703
1150,6100
1150,6102
1150,6103
1150,6105
1150,6115
1150,6123
1150,6129
1150,6131
1151,4060
1152,4061
1152,4062
1152,4063
1152,4064
1152,4065
1152,4066
1152,4067
1152,4068
1152,4069
1152,4070
1152,4071
1152,4072
1152,4073
1152,4074
1152,4075
1152,4076
1152,4077
1152,4078
1152,4079
1152,4080
1152,4081
1152,4082
1152,4083
1152,4084
1152,4085
1152,4086
1152,4087
1153,4095
1154,4098
1155,4102
1155,4182
1155,4192
1156,4108
1156,4109
1156,4112
1156,4113
1156,4114
1156,4117
1156,4118
1156,4119
1156,4120
1156,4121
1156,4122
1156,4123
1156,4124
1156,4125
1156,4126
1156,4127
1156,4128
1156,4129
1156,4130
1156,6571
1157,4132
1157,4133
1157,4135
1157,4137
1157,4138
1157,4139
1157,4178
1157,4179
1157,4180
1157,4181
1157,4189
1157,4495
1157,4504
1157,4748
1157,4749
1157,6349
1157,6350
1158,4141
1158,4162
1158,4210
1158,4214
1158,4216
1158,4225
1158,4274
1158,4282
1158,4284
1159,4155
1159,4156
1159,4200
1159,4201
1159,4202
1159,4203
1159,4493
1159,4494
1160,4166
1160,4212
1160,4227
1160,4275
1160,4391
1160,4409
1161,4170
1161,4533
1162,4171
1163,4172
1163,4293
1164,4183
1164,4752
1165,4184
1165,4186
1165,4187
1165,4188
1165,4194
1165,4196
1166,4193
1166,4305
1166,4307
1166,4403
1167,4195
1168,4204
1169,4205
1169,4206
1169,4313
1170,4207
1171,4223
1171,4480
1172,4224
1173,4229
1174,4235
1175,3318
1175,4239
1175,4244
1175,4245
1176,4241
1177,4243
1177,5665
1177,5674
1177,5675
1177,5680
1178,4246
1178,4248
1178,4249
1178,4250
1179,4252
1180,4256
1180,4265
1180,4266
1180,4291
1180,4337
1180,4338
1180,4340
1180,4343
1180,4347
1180,4422
1180,4423
1181,4259
1182,4260
1183,4263
1183,4301
1184,4272
1184,4276
1184,4325
1184,4326
1184,4341
1184,4342
1184,4362
1184,4371
1184,4372
1184,4373
1184,4374
1184,4378
1184,4701
1184,4743
1184,4746
1184,4864
1184,4868
1184,4892
1184,6508
1185,4273
1185,4285
1186,4278
1187,4280
1187,4281
1187,4483
1187,4484
1187,4486
1187,4488
1187,4489
1187,4490
1187,4492
1187,4497
1187,4498
1188,4283
1188,4414
1188,4444
1188,4468
1188,5489
1188,5490
1188,5494
1189,4286
1190,4287
1190,4288
1190,4384
1191,4294
1191,4297
1191,4298
1191,4311
1191,5125
1191,6169
1192,4300
1193,4302
1193,4303
1193,4304
1194,4306
1195,4309
1197,4314
1197,4367
1197,4397
1197,4910
1198,4329
1199,4332
1199,4333
1200,4344
1200,4345
1200,4587
1200,4598
1201,4348
1201,4349
1202,4350
